qa_id,question,answer,context,is_question_valid,is_answer_correct
260258485156525252209099976334106848541,How many games did the Bucks win?,63,"son with a record 69 wins, though the record would be broken in the 1995-96 season.[1] The defending champion Bucks won 63 games and captained by the renamed Kareem Abdul-Jabbar. The team was very similar to last year's team except that NBA legend Oscar Ro",1,1
115226946820976391836975698156563290524,What is the name of the person who has the most personal life?,,ts 10 Personal life 11,1,2
326431003367433596077562411626084542905,What team did Smith play for?,New Orleans Hornets,"o-MVP with Dwight Howard), Smith decided to forgo college and declare himself eligible for the NBA Draft. Professional career[] New Orleans Hornets (2004-2006)[] J.R. was selected eighteenth overall, in the first round of the 2004 NBA Draft, by the New Orl",1,1
72722865394943094036486506650590376454,What was the name of the coach of the year?,, 3.5 All-Conference Second Team 3.6 All-Rookie Team 3.7 Coach of the Year 4 Other Awards 4.1 All-New England Selections 4.2 All-American Selections 5 Blue Devils in the NBA 6 External Links History[] 2010-11 is the 75th season of Blue Devil basketball. Cen,1,2
12238644198259721873510764976851404605,Where was Bob Lanier from?,,"rman, Shooting Guard, 1950-1961 Bill Walton, Center, 1974-1987 Billy Owens, Small Forward/Shooting Guard, 1991-2001 B.J. Armstrong, Point Guard, 1989-2000 Bo Kimble, Shooting Guard, 1990-1998 Bob Lanier, Center, 1970-1984 Brad Daugherty, Center, 1986-1995 ",1,2
50314364972610429731772994005927135963,Who was a first team member of the Second Team?,Corsley Edwards,tions[] First Team Rich Leonard - 1984 Steve Ayers - 1982 Bill Reaves - 1971 Howie Dickenman - 1969 Second Team Corsley Edwards - 2002 Rick Mickens - 2000 Byran Heron - 1989 Ken Hightower - 1984 Rich Leonard - 1983 Steve Ayers - 1983 Billy Wendt - 1973 How,1,2
267942769949663652589111034901303271085,Who are the Golden State Warriors?,," Golden State Warriors Norm Van Lier, Chicago Bulls Don Chaney, Boston Celtics",1,2
269197720962420841786643392996528686318,When did Livingston sign a three-year contract with the Warriors?,"July 11, 2014"," 8.3 points, 3.2 assists, and 1.2 steals per game. Golden State Warriors (2014-2019)[] Livingston with the Warriors in 2016. On July 11, 2014, Livingston signed with the Golden State Warriors for a reported three-year, $16 million contract. On August 15, 2",1,1
94527522959761747717706899050932659134,On what date was he ruled out for six to eight weeks?,"August 15, 2014","act. On August 15, 2014, he was ruled out for six to eight weeks after having arthroscopic surgery on the big toe of his right foot. He recovered in time to make his debut for the team in their season opener, and served as a key player off the bench for th",1,1
326564469784456524391699669542350366853,When was Chris Mihm a center?,,"uard, 1997-2014 Chris Mills, Small Forward, 1993-2003 Chris Mihm, Center, 2000-2009 Chris Mullin, Small Forward/Shooting Guard, 1985-2001 Chris Quinn, Point Guard, 2006-2013 Chris Washburn, Center, 1986-1994 Chris Webber, Power Forward, 1993-2008 Christian",1,2
258813737199405500182712886825857425119,Where is Footprint Center located?,,"Phoenix, Arizona is a city in the Southwest United States. Professional basketball teams[] Phoenix Suns Phoenix Mercury College and university teams[] Grand Canyon Antelopes Arenas and venues[] Footprint Center Grand Canyon University Arena Arizona Veteran",1,2
273413792271333013913201287787057679011,Who was a Shooting Guard/Small Forward from 1978-1992?,N[] Nat Hickey," Forward/Center, 1978-1992 N[] Nat Hickey, Shooting Guard/Small Forward, ? Nate Archibald, Point Guard, 1970-1984 Nate Thurmond, Power Forward/Center, 1963-1977 Norm Nixon, Point Guard, 1977-1989 O[] Orlando Wooldridge, Small Forward, 1981-1996 Oscar Rober",1,2
151739282013030862077466017801509486890,Who publishes the first issue of SLam Magazine?,PRIMEDIA,"First issue of SLAM Magazine SLAM Magazine is an American basketball magazine that has been in circulation since 1994, and is published by PRIMEDIA. SLAM publishes nine issues a year to its circulation of over 500,000 readers worldwide. Contents 1 History ",1,1
41954891752887151006131600181645259938,What era was the Bill Russell era?,,e building of a dynasty 2.2 1957-1969: The Bill Russell era and The Dynasty 2.3 1970-1978: Cowens/Havlicek/White era 2.4 1979-1992: The Larry Bird era 2.5 1993-1998: Rebuilding years 2.6 1998-2013: The Paul Pierce era 2.6.1 2004-2007: The Arrival of Doc Ri,1,2
303029713412200170410848330853797080308,Where are the Portland Trail Blazers based?,"Portland, Oregon","The Portland Trail Blazers are an American professional basketball team based in Portland, Oregon. The Trail Blazers play in the Northwest Division of the Western Conference in the National Basketball Association (NBA). The franchise entered the NBA in 197",1,1
37240492945600351520252795979574313374,What is the name of LeBron James Jr.'s son?,,"For his son LeBron James Jr., see Bronny James. LeBron Raymone James Sr. (born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Widely considered as the greatest Small",1,1
62840524356591897304906086964047420310,When did the regular season begin?,"October 25, 2016","The 2016-17 NBA season was the 71st season of the National Basketball Association (NBA). The regular season began on October 25, 2016, with the 2016 NBA champion Cleveland Cavaliers hosting a game against the New York Knicks. Christmas Day games were playe",1,1
71145095839301528128354877559975809876,What is Kevin Pritchard's job title?,general manager,"d their home games at the Rose Garden Arena since the 1995-96 NBA season. The Trail Blazers are owned by Paul Allen, and Kevin Pritchard, a former Trail Blazers head coach, is their general manager.[2][3] Since the team joined the NBA in 1970, it has won o",1,1
128722090111976173630320594066904321685,When was the last time the NBA made a Finals appearance?,1977,"nship once, in 1977. The other NBA Finals appearances were in 1990 and 1992.[5] The team has qualified for the playoffs in 25 of their 36 seasons, including a streak of 21 straight appearances from 1983 to 2003.[6] Four Hall of Fame players have played for",1,1
116398997609643751918991382293833386816,How many games did the Cleveland Cavaliers win in the NBA Finals?,five, going 16-1 in the playoffs and beating the Cleveland Cavaliers in five games during their third consecutive matchup in the NBA Finals.,1,1
212189315982122601517463866022445821219,What was the best gym in San Francisco?,,"ling and we need him to open the gym tonight. I said, 'Mom, that's Big E! Give me the phone!' I was never so embarrassed in my life. Elvin and I are still close friends. All of those guys all still my friends to this very day."" ""We had the best gym in San ",1,2
104731729410234890398579080533555807521,How many writers and broadcasters filled out the ballot?,120,"ved 33 total votes and one first-place vote from a ballot that was filled out by 120 writers and broadcasters from across the country. He was also the only rookie to receive votes for the Defensive Player of the Year Award. On January 13, 2013, Shumpert wa",1,1
90167382976335435473679804746870529629,What team did Shumpert play against?,Detroit Pistons,"3, 2013, Shumpert was medically cleared to participate in team practice. He made his season debut on January 17 in a game against the Detroit Pistons at The O2 Arena in London. He went on to record 8 points, 3 rebounds, one assist, one steal, and one block",1,1
240352182964051416724507496277408060935,In what year did Duke captain?,2009-10,"asketball Tournament.[2] In his senior year in 2009-10 as Duke's captain, he led the team to ACC regular season and Tournament championships and to the NCAA National Championship. He led the championship team in points per game, assists, free throw percent",1,1
40935971497185250019378910349459700336,When did he join the NBA?,,"to 21; (3) and then 36 years of being his friend. I had no idea what we had at UCLA. I thought everybody had the same thing: great parents, great schools, great neighborhoods, great colleges, great coaches. Then I joined the NBA. And I realized immediately",1,2
204344837336812690179520367835474838606,Where is Northern Montana Tech?,,eat Falls Lewis-Clark State Montana State Northern Montana Tech Montana Western Rocky Mountain Westminster (UT) External link[] Frontier Conference home page,1,2
143461208486588934891769088743200420008,What franchise was the franchise?,,976. Contents 1 History 2 Winners 3 By franchise 4,1,2
130172151669642201423599251867333531012,When was Michael James born?,"August 18, 1990","Michael Perry James (born August 18, 1990) is an American professional basketball player for the Brooklyn Nets of the National Basketball Association (NBA). He was a high school basketball standout playing for Grant High School in Portland, and played coll",1,1
122256613377724402879136042343378297083,When did the Dallas Mavericks play?,2004-2008,cted with the fifth pick in the 2004 NBA Draft by the Washington Wizards. Contents 1 Early life 2 College career 3 NBA career 3.1 Draft day 3.2 Dallas Mavericks (2004-2008) 3.3 New Jersey Nets (2008-2011) 3.4 Utah Jazz (2011-2012) 3.5 Atlanta Hawks (2012-2,1,1
275405570439892768761158772741711612770,What was Taylor's father's name?,,"n Taylor, Texas, as the oldest of six children. The initials ""K.C."" were his given name; he inherited the same name as his father, a factory worker and cook, who himself was named after the fabled railroad engineer Casey Jones. When Jones was aged nine, hi",1,1
166339248614595147138072543002126488706,What was Danny Ildefonso's name?,,.614) Best Team of the Year: San Miguel Beermen (7th) Individual awards[] Most Valuable Player: Danny Ildefonso (San Miguel) Rookie of the Year: Mark Caguioa (Barangay Ginebra) Sportsmanship Award: Rey Evangelista (Purefoods) Most Improved Player: Noy Cast,1,2
111266573706188685430807019372193218582,What is the name of the food company in St. Lucia?,Purefoods,no (Sta. Lucia) *Rey Evangelista (Purefoods) Patrick Fran (Mobiline/Talk 'N Text),1,2
166009847601141885870888360453244311247,What is the worst feeling in the world when you're in that position?,,"id of the loss, ""We could have, we should have won them all, and we didn't get it done. And when you're in that position, it's the worst feeling in the world. That's the timelessness of pain and suffering; the agonizing, the reflection and the endless ques",1,2
161889500725712399953952378345596241136,"Who wrote the song ""e floor""?",Bo Ryan,"e floor"" by Bo Ryan.[2] He received Big Ten Player of the Year and the Silver Basketball award, and was named a Second Team All-American. Harris decided to leave college early after his junior year to play in the NBA; however, he is currently taking summer",1,2
275548481618779820828098905117473404219,Who did UCLA defeat in the NCAA 3rd place game?,Kansas," play in the NCAA 3rd place game, in which they eventually defeated Kansas. ""I didn't want to play and I told Coach Wooden that. We had a bitter argument over that, and I lost that argument, too"", said Walton, who took only three shots as UCLA had a 78-61 ",1,1
253006383678787199206600744168208224832,In what year did the Detroit Pistons draft Drummond?,2012,"Andre Jamal Drummond (born August 10, 1993) is an American professional basketball player for the Philadelphia 76ers of the National Basketball Association (NBA). A center, he was selected by the Detroit Pistons in the first round of the 2012 NBA Draft wit",1,1
66848044532834078749528064841401600697,When did he become an All-Star for the first time?,2016,". He was named to the NBA All-Rookie Second Team with Detroit in 2013, and was named an All-Star for the first time in 2016. He was traded to the Cleveland Cavaliers in 2020. After reaching a buyout agreement with Cleveland in 2021, he joined the Los Angel",1,1
156236638572238116239652228640649730495,What team did he play for?,,"al Basketball Association (NBA) for the Indiana Pacers, Atlanta Hawks, Golden State Warriors, New York Knicks, Denver Nuggets, Orlando Magic, and Washington Wizards. He also spent short stints with the Fujian Sturgeons and Sydney Kings of the Chinese Baske",1,2
168590259694707635087123655900487314285,When did the Portland Trail Blazers play?,1974-1979,"hat once you become a good person, then you have a chance of becoming a good basketball player."" Professional career[] Portland Trail Blazers (1974-1979)[] Injury-plagued early years (1974-1976)[] Walton was drafted by the American Basketball Association's",1,1
63319965692028147937189672257290322603,What is a stain and stigma on my soul?,," said Walton of his tenure in San Diego. ""I wish we had NBA basketball here, and we don't because of me. It's my greatest failure as a professional in my entire life, I could not get the job done in my hometown. It is a stain and stigma on my soul that is ",1,2
267990592918091504831754674567781417478,Which team won the NCAA championship game?,,"ced to the NCAA championship game, where they lost to Kentucky 84-72. On March 7, 2007, President Father Steven V. Sundborg sent a campus-wide e-mail explaining that the West Coast Conference of the NCAA Division I would not be expanding now or in the fore",1,2
52538790499135396548952285351391474583,What does Red say to Red?,,"s feet. Look at his face. We can't pass this guy."" And Red says, ""Shut up. I'm in charge here.' And Red pushes his way through all the doctors, comes over. I'm lying on the table there in the doctors examining room. Red looks down at me."" He says, ""Walton,",1,2
312011457984829026178915152591254554044,What is the name of the official athletics site?,,ternal Links[] Official athletics site,1,2
12109265266800061908879885815367751759,"What was the first player with at least 20 points, 20 rebounds, four steals, and foes?",Drummond,"ded 23 points, 20 rebounds, four steals and four blocks in a 111-107 win over the Miami Heat. Drummond had at least 20 points and 20 rebounds for the sixth time in 2017-18 and became the first player with at least 20 points, 20 rebounds, four steals and fo",1,1
63602220615903269426952674929159476928,What was Harrington's name?,,"nched named ""The Iverson Collection"". As part of the partnership, Iverson will aid in the development of various business initiatives for Viola Brands. Advocacy[] Harrington is a proponent for the legalization of cannabis. In October 2016, he appeared in a",1,2
332092215223632491172911875528745588020,What year did the NCAA Men's Division I Basketball Tournament take place?,,"nce 1979, except for 1992-93. It is a single-elimination tournament and seeding is based on regular season records. The winner, declared conference champion, receives the conference's automatic bid to the NCAA Men's Division I Basketball Tournament. Conten",1,2
198730904406955139280495108258970974734,What was Walton's career?,I loved basketball,"pologize, to try and make amends, and to try and start over and make it better."" Said Walton reflecting on his career: ""I loved basketball. And I was going to go until I couldn't go anymore. I had no desire to ever stop playing. I've never met anybody who ",1,1
198663184002246643304579373246192950169,When did Nebraska join the University of Nebraska?,2011,"92-93, Nebraska joined in 2011, and Maryland and Rutgers joined in 2014. Contents 1 Key 2 Winners 3 Winners by school 4 Footnotes 5",1,1
250466337991604601445191318196629355507,When did ESPN begin televising NBA games?,,"of NBA games in 2002. ESPN on ABC began televising NBA games in 2006 (ABC Sports aired NBA games under the title of the NBA on ABC from 2002 to 2006). On October 6, 2014, ESPN and the NBA renewed their agreement through 2025.[1][2] Contents 1 History 1.1 1",1,2
149855652040684214886593688203003662790,In what year did the supersonics move to Seattle?,2008,"s, an expansion team that joined the NBA for the 1967-68 season. The SuperSonics moved in 2008 after a settlement was reached between the ownership groupled by Clay Bennett and lawmakers in Seattle, Washington following a lawsuit. In Seattle, the SuperSoni",1,1
191270312584221068571439331803868007451,When was the last time Harris played for the NBA?,,"com. January 18, 2014. http://www.nba.com/games/20140118/PORDAL/gameinfo.html. Retrieved January 26, 2014. | ""Devin Harris 2013-14 Game Log"". Basketball-Reference.com. http://www.basketball-reference.com/players/h/harride01/gamelog/2014/. Retrieved Februar",1,2
105477412632760230321122544677527635692,How many season games were played by each team?,,"season games played by each team. f All team additions and subtractions occurred before the start of the season unless stated otherwise. g Prior to 1971, there were no Eastern and Western champions, because the BAA Semifinals/Division finals were meant to ",1,2
194913885852780229902152835976893303555,What is the name of the college athletic conference?,The Crossroads League,"The Crossroads League (formerly the Mid-Central College Conference) is a college athletic conference affiliated with the National Association of Intercollegiate Athletics (NAIA). Its members are private Christian colleges in Indiana, Michigan, and Ohio. Th",1,1
298442626115434072855278268695253577135,What year did Brooklyn's baseball team move to Los Angeles?,1957," to win a championship in either appearance. In the summer of 2012, the team moved to Barclays Center in Brooklyn, becoming the first major sports franchise in the borough since the departure of the Brooklyn Dodgers baseball team to Los Angeles in 1957. Si",1,1
66774525315064326812014786279355907543,Ort. PLEASE do what?,,ort. PLEASE do expand it!,1,1
198547465126564849724849096076990018388,What school did Williamson attend?,Spartanburg Day School,"cted to an All-Star game. Born in Salisbury, North Carolina, Williamson attended Spartanburg Day School, where he was a consensus five-star recruit and was ranked among the top five players in the 2018 class. He led his team to three straight state champio",1,1
250004346510166263314545178135932022960,How many past championship games were played?,,"enn., Indianapolis and Spokane, Wash. The tournament returned to its previous format in 2007 then returned to the 2006 format in 2009. Contents 1 Past championship games 2 2013 3 2012 4 2011 5 2010 6 2009 7 2008 8 2007 9",1,1
299241592255620377183807918634347367947,How many college and high school players had filed as part of the draft?,42,"ther first-time eligible players, such as players from high schools and non-North American leagues.[1] The draft was broadcast on TNT at 7:30 PM ([EDT). The NBA announced that 42 college and high school players, and five international players had filed as ",1,1
320201024534617872783420821482504190559,How many rebounds and 2.3 assists per game did he average?,4.4,"shooting 46.7 percent from the floor and 40.7 percent from behind the three-point arc. He averaged 13.4 points, 4.4 rebounds and 2.3 assists per game. On July 9, 2015, Middleton re-signed with the Bucks to a five-year, $70 million contract, with a player o",1,1
212409703116238067505828941564316143314,Who was selected as the Rookie of the Year?,Amar'e Stoudemire," pick. The 2002 draft set a record with 17 international selections, with six coming in the first round alone.[5] After the completion of the regular season, Amar'e Stoudemire was selected as the Rookie of the Year. In 2005, Yao set a single-season All-Sta",1,1
189086899478835234043868797433458639865,What team won the first round of the playoffs?,Spirits of St. Louis,"season they moved to Maryland and became the Baltimore Claws. The first round win by the Spirits of St. Louis over the New York Nets was the biggest upset of the playoffs. Not only had the Spirits finished 26 games behind the Nets in the regular season, th",1,1
121935119826197857629491994464988384865,What was Don's father's name?,Arvid and Agnes Nelson,"A coaching record 5 Personal life 6 Honors 7 NBA career statistics 7.1 Regular season 7.2 Playoffs 8 Head coaching record Early life[] The son of Arvid and Agnes Nelson, Don grew up with his family and two sisters on his grandfather's rural Illinois farm n",1,1
241546058686312106265467633944717578620,Where is the Arena located?,," Roy Wilkins in 1985. It is located next door to the Xcel Energy Center, home of the National Hockey League's Minnesota Wild. About[] The University of Minnesota's Golden Gophers hockey team used the arena as one of their home rinks from the 1930s until 19",1,2
237874320082880979352211426595366881741,What does onics[] do?,,onics[],1,1
310477193796291570923919593713280586619,What is the name of the software that can be used to create a sound?,,onics[],1,2
184749650471129378255469016496049808120,What is the nickname of The Concrete Jungle?,,"nickname The Concrete Jungle location 1 Georgia Dome Drive NW,Atlanta, Georgia 30313-1591 Coordinates Template:Coord Broke ground November 22, 1989 opened September 6, 1992 Closed March 5, 2017 Demolished November 20, 2017 owner State of Georgia Operator G",1,2
132986927003481420459688153698346819186,"Where is the University of California, Berkeley located?",,"ego State University (San Diego, CA) Stanford University (Stanford, CA) University of California, Berkeley (Berkeley, CA) University of California, Los Angeles (Los Angeles, CA) University of Pacific (Stockton, CA) University of San Diego (San Diego, CA) S",1,2
21268202585210110711327255319687982152,What is the home stadium for the Georgia State Panthers?,, City to the west. It is primarily the home stadium for the NFL Atlanta Falcons and the NCAA Division I Georgia State Panthers football team. It is owned and operated by the State of Georgia as part of the Georgia World Congress Center Authority. The Georg,1,2
217104311203682095026846555682840327059,What was one of the highlights of my career?,,"said of his Iowa career. ""I still look back at that time as one of the highlights of my whole career. Sharm did a terrific job coaching and we played some terrific basketball."" ""What I remember most about it is playing for Sharm and our relationship over 5",1,2
272207364536902780086487593525062665237,When did the NBA begin to televise games again?,1990," begin televising NBA games again in 1990. Final standings[] Eastern Division[] Western Division[] C - NBA Champions Statistics leaders[] Note: Prior to the 1969-70 season, league leaders in points, rebounds, and assists were determined by totals rather th",1,1
190152216665913443800061235682523307134,What are some of the questions that arise from this question?,,),1,2
134997208730983900158880231913923138979,What team did he play for in the NBA?,Milwaukee Bucks,ociation. He played with the Milwaukee Bucks in the NBA and New York Nets in the ABA. He won the championship with the Bucks in the 1970-71 season.,1,1
333056518911936062866258455535525139097,How many games did Nelson play?,80,", and 1.2 assists in 17 minutes. Nelson was then acquired by the Los Angeles Lakers in 1963. Los Angeles Lakers (1963-1965)[] On September 6, 1963, Nelson was claimed on waivers by the Los Angeles Lakers from the Chicago Zephyrs. He would play in 80 games ",1,1
292034243366387707519665144480201176472,What was Worthy's name?,,"h Virginia Cavalier Ralph Sampson.[2] The 1982 championship game against the Georgetown Hoyas is notable for Worthy's steal of a pass inadvertently thrown to him by the Hoyas' point guard Fred Brown, which sealed the Tar Heels' 63-62 victory. For the game,",1,2
220921441524450999571352488625159408166,What was the name of the tournament?,,with the following results: 2000 - 2001: 10 NBL site 2001 - 2002: 3 NBL site 2002 - 2003: 2nd NBL 2003 - 2004: Master League NBL 2004 - 2005: Master League NBL 2005 - 2006: Master League NBL 2006 - 2007: Master League NBL 2007 - 2008: Master League NBL 200,1,2
221351856257988242022178270715860933096,Who was the first overall pick in the NBA Draft?,Worthy,"1] Professional basketball career[] In the NBA Draft, Worthy was chosen first overall by the Los Angeles Lakers. Shrewd and opportunistic trade moves made by the Lakers front office, combined with a coin flip victory against the then-San Diego Clippers the",1,1
34214570884992736186923196347983914042,Which team did the Boston Celtics beat 4-1?,Philadelphia 76ers,"8 NBA Finals, Nelson averaged 14.0 points, 8.0 rebounds, and 1.7 assists in 27 minutes. In 1968-1969, Nelson averaged 11.6 points and 5.6 rebounds as Boston finished 48-34 under Russell. They defeated the Philadelphia 76ers 4-1 and the New York Knicks 4-2 ",1,1
221232582616964339793847346181043810129,What is Florida Gulf Coast University?,"a public, four-year university","Florida Gulf Coast University is a public, four-year university located in Fort Myers, Florida. Commonly referred to FGCU or Florida Gulf Coast, the coeducational university is accredited by the Commission on Colleges of the Southern Association of College",1,1
80924102972979263481497154321480732166,What team traded Durant to the Phoenix Suns in 2022?,Nets,"h the Nets' front office, he requested a trade during the 2022 offseason and was traded to the Phoenix Suns the following year. Off the court, Durant is one of the highest-earning basketball players in the world, due in part to endorsement deals with compa",1,2
176949745584282410046752242785018835107,What injury caused Williamson to undergo surgery during the off-season?,Jones fracture,"s, but during the off-season Williamson underwent surgery after experiencing a Jones fracture in his right foot. Officials from the team expressed optimism in late September that he would be able to start the season. His anticipated return date was pushed ",1,1
232030376453444866644903834716974862877,Who was named Finals MVP?,,n was named Finals MVP and teammate Elena Delle Donne was named regular season MVP. Contents 1 Team standings 1.1 Eastern Conference 1.2 Western Conference 1.3 Season award winners Team standings[] Eastern Conference[] Washington Mystics New York Liberty A,1,1
320920947186823110625519501771360118484,What was Murray State's name?,,nce Louisville (1926-1948) -- now in the NCAA Division I Atlantic Coast Conference Mid-Continent (2000-2006) -- closed in 2014 Morehead State (1931-1948) -- now in the Ohio Valley Conference Mountain State (2007-2012) -- closed in 2012 Murray State (1933-1,1,2
46377936617065234130579757084646708327,In what year was the Brooklyn nets in the NBA?,,"rriors, three-peat chase, and injury (2018-19) 4.3 Brooklyn Nets (2019-2023) 4.3.1 Year absence (2019-2020) 4.4 Return to the court (2020-2021) 4.4.1 Play-in appearance and playoff disappointment (2021-2022) 4.4.2 Offseason trade request (2022-2023) 4.5 Ph",1,2
148188367395976844188565721206806893029,How much did the construction cost?,$53,"location 432 West Vine StreetLexington, KY 40506 Coordinates Template:Coord Broke ground June 21, 1974[1] opened November 28, 1976[2] owner Lexington-Fayette Urban County Government Operator Central Bank Center Surface Cawood's Court Construction cost $53 ",1,1
279706664185523370378421949845936412605,What national team did he play for?,Canadian,"n State in 2020. In 2022, Wiggins won his first NBA championship and was selected for his first NBA All-Star game, and was named a Western Conference starter. He has also been a member of the Canadian national team. Contents 1 College Career 2 NBA career 2",1,1
130466800701062647134805474385228033384,When was the most publicized deal made?,,"s most publicized deal came before the 1984-85 season when he dealt Johnson, Junior Bridgeman, Harvey Catchings, and cash to the San Diego Clippers for Terry Cummings, Craig Hodges, and Ricky Pierce. And, in 1986, he would deal Alton Lister to the Seattle ",1,2
241558544237496845321644614963201709715,What award did he receive in 2017?,Most Improved Player,"stics of total points, rebounds, assists, steals, and blocks. He received the Most Improved Player award in 2017. He has received four All-Star selections, including being selected as the Eastern Conference captain for 2020, and led the Eastern Conference ",1,1
138900372939275497744373022978989316652,Who was the Roster Head Coach?,Chuck Daly,"ced them to drop their egos and work together better as a cohesive unit to win. The following day, the teams would play in a rematch, with the dream team winning comfortably. Roster Head Coach: Chuck Daly",1,1
206604579399323834482921757557594007728,What is the abbreviation for BSL?,Basketball Super League,"ague's name is abbreviated as either BSL (Basketball Super League) or ISBL (Israeli Basketball Super League). For sponsorship reasons, the league is also referred to as Ligat Winner Sal, lit. Winner Basket League, with ""Winner"" being the name of a game ope",1,1
237296408549165764202051267281062506134,Where did his parents live?,,"tetokounmpo grew up in the Athens neighborhood of Sepolia. His parents, as immigrants, could not easily find work, so Antetokounmpo and his older brother, Thanasis, helped by hawking watches, handbags and sunglasses in the streets. In 2007, Antetokounmpo s",1,2
239863084163965273864674430505174876814,What is the name of the Lutheran Midway?,Midland,ne - Machias Malone Marian (IN) Mary Mayville State McPherson Menlo Michigan - Dearborn MidAmerica Nazarene Mid-Continent Midland Lutheran Midway (women's basketball only) Milligan Minot State Missouri Valley Montreat Morningside Mount Marty Mount Mercy Mo,1,2
80280808679463083126269037433024299775,What was the team known as?,Dakota Wizards,team was known as the Dakota Wizards. Contents 1 History 1.1 Dakota Wizards 1.2 Santa Cruz Warriors 2 Season By Season 3 Current roster 4 Players assigned by NBA teams 5 Players recalled by NBA teams 6 Players called up by NBA teams 7 Affiliates 8,1,1
228965168845519195057788368547444837635,What team did Noah play for as a child?,New York Knicks,"his father Yannick Noah was a No. 3 tennis player and his grandfather Zacharie Noah was a soccer player. Growing up, his favorite team was the New York Knicks as he was raised in New York City as a Knicks fan. He played high school basketball for the Unite",1,1
314415296018111197990082869730459712945,What team was absent from the PBA for the first time?,Crispa Redmanizers,The 1985 PBA season was the 11th season of the Philippine Basketball Association (PBA). Season highlights[] The season marked the first time without the famed Crispa Redmanizers participating in the league. New team Shell Azodrin Bugbusters takes over the ,1,2
281486696910926867885826237950275513942,How many points did Siakam score in a 103-96 win against the Milwaukee Bucks?,30,"the reigning champions Milwaukee Bucks. On January 15, Siakam recorded a statline of 30 points 10 assists and 8 rebounds in a 103-96 win with against the Milwaukee Bucks, the NBA stripping Siakam of two rebounds after previously recording 10 rebounds. On J",1,1
203718008828760359974655191912202059809,Who was the Western Conference champion?,Milwaukee Bucks,"The 1971 NBA Finals was the championship series played at the conclusion of the National Basketball Association (NBA)'s 25th anniversary season of 1970-71. The Western Conference champion Milwaukee Bucks, who were founded as an expansion team three years e",1,1
50253603306610148294230269031915014292,Who is the most Valuable Player of the Year?,Ricardo Brown,"rthern Consolidated (NCC) Team with best win-loss percentage: Great Taste Coffee Makers (44-27, .620) Best Team of the Year: Great Taste Coffee Makers (2nd) Individual awards[] Most Valuable Player: Ricardo Brown (Great Taste) Rookie of the Year: Leo Austr",1,1
158398790949154479845258868134078662955,What team was relocating to Oklahoma City?,Seattle, Ten Conference in scoring. NBA[] D.J. was drafted 29th in the 2008 NBA Draft by the Detroit Pistons and then traded to the Oklahoma City Thunder on draft day; Seattle was relocating to Oklahoma City. White's rookie season was delayed when he had to underg,1,2
198627963203627990593299148949449463096,What team won Game 4 of the NBA Finals?,Milwaukee,"rows. Antetokounmpo missed most of Game 4 after re-injuring his right ankle which he twisted in Game 3. Milwaukee won the game, but Antetokounmpo was also out for Game 5, when the Bucks were eliminated. On September 18, 2020, Antetokounmpo won his second c",1,1
280814077582825088748212370950560474535,When did the Chicago Bulls play?,,"six attempts. With the help of Noah on both the offensive and defensive sides of the ball, the Florida Gators were able to win their second championship in two years. Professional career[] Chicago Bulls (2007-2016)[] Early years[] The Chicago Bulls selecte",1,2
330368576269738731842525557176178204993,What do you need to expand?,,ticle related to Basketball is short. PLEASE do expand it!,1,2
223072042860506560959501545874197422640,What is Trae Young's younger brother's name?,Tim,"Candice and Rayford Young, who played basketball at Texas Tech and professionally in Europe. He has a younger brother, Tim, and two younger sisters, Caitlyn and Camryn. College Career[] On February 16, 2017, Trae Young committed to the Oklahoma Sooners. At",1,1
177147807792463725518383487210038686651,What year did the ABA-NBA merger take place?,,"mmediate results of the ABA-NBA merger 9.1 Denver Nuggets 9.2 San Antonio Spurs 9.3 Indiana Pacers 9.4 New York Nets 10 ABA Dispersal Draft, 1976 10.1 Round One 11 ABA contributions to NBA play 11.1 3-point field goal 11.2 Slam Dunk Contest 11.3 Pressing a",1,2
289033883235546768812339950486658769308,When did Congress reconvene?,1,s reported favorably out of a United States Senate committee. But the bill was put together to please the owners and ended up not pleasing the Senators or the players. The bill subsequently died without coming to a floor vote. When Congress reconvened in 1,1,1
44086287241783986780313475066773489728,Who was the new commissioner of the ABA?,Mike Storen,"ress reconvened in 1973 another merger bill was presented to the Senate, but did not advance.[17][18][19] As a result of the legislation's failure the ABA installed a new commissioner, Mike Storen, with part of his focus being the eventual merger of the tw",1,1
42890481572861503974092319889680785380,What does Bracket[] do?,, Bracket[],1,1
84262062904884334241297902371695938576,What was the MVIAA known as informally to fans and the media?,Big Six Conference,"tate, Missouri, Nebraska and Oklahoma remained together as the MVIAA, which became known informally to fans and the media as the Big Six Conference, while the smaller schools plus Oklahoma A&M formed a new conference, the Missouri Valley Conference (MVC). ",1,1
242166535388477622790971202588161897100,Where did Nelson graduate from?,University of Iowa,"lson donated his $11,000 1986 NBA Playoffs bonus compensation. Nelson headed a weight loss drive to raise more money for Willcome and the Wisconsin Farm Fund. Nelson had prostate cancer surgery in 2000. Nelson graduated from the University of Iowa with a d",1,1
